age,income,experience_years,education_years,hours_worked_per_week,satisfaction_score,department,city,performance_rating,projects_completed,training_hours,remote_work_ratio,tenure_years,overtime_hours,target_salary
,52678.77,5.0,16.0,38.4,8.58,Sales,Chittagong,3.0,6.0,0.1,0.596,4.0,0.3,38687.32
47.0,51380.15,28.0,15.0,49.7,7.47,Sales,Sylhet,5.0,6.0,58.8,0.383,28.0,0.0,53187.37
68.0,83970.0,49.0,9.0,34.3,5.55,Marketing,Dhaka,3.0,5.0,10.2,0.503,48.0,7.7,79113.75
28.0,30041.52,7.0,12.0,28.6,8.65,Sales,Dhaka,3.0,4.0,2.4,0.579,7.0,6.3,35999.81
25.0,26532.24,5.0,10.0,47.3,7.69,Engineering,Chittagong,3.0,6.0,16.8,0.416,5.0,6.6,31209.02
41.0,60870.68,21.0,8.0,35.8,9.01,Sales,Rajshahi,2.0,4.0,8.7,0.894,21.0,2.2,56213.04
63.0,65459.94,42.0,10.0,34.4,4.9,Engineering,Rajshahi,2.0,6.0,33.3,0.224,40.0,0.0,60681.48
34.0,50745.93,12.0,9.0,39.3,7.81,Finance,Dhaka,2.0,3.0,40.9,0.656,10.0,0.0,39104.88
62.0,66200.18,40.0,10.0,40.9,8.24,Engineering,Chittagong,3.0,5.0,1.0,0.861,39.0,0.0,61762.67
54.0,43901.01,34.0,10.0,40.8,7.34,Engineering,Khulna,,7.0,7.3,0.461,33.0,2.9,59651.12
60.0,66627.36,41.0,15.0,41.5,8.71,Finance,Chittagong,4.0,6.0,12.3,0.537,40.0,8.6,67959.65
66.0,81491.65,44.0,14.0,23.1,6.2,Finance,Sylhet,3.0,4.0,24.3,0.197,43.0,10.8,82291.36
69.0,86614.57,50.0,15.0,55.0,8.2,Engineering,Khulna,2.0,3.0,23.2,0.339,48.0,5.0,86974.14
23.0,38579.95,4.0,12.0,37.9,7.27,Engineering,Rajshahi,1.0,5.0,37.9,0.512,4.0,5.2,35974.8
52.0,70226.76,34.0,13.0,39.9,,Marketing,Sylhet,5.0,7.0,50.4,0.632,33.0,3.2,80824.62
18.0,41285.01,0.0,15.0,38.9,5.86,Finance,Sylhet,3.0,3.0,0.9,0.13,0.0,0.6,39129.97
43.0,85053.69,23.0,18.0,48.3,5.44,Sales,Khulna,4.0,6.0,20.3,0.648,23.0,8.8,84392.4
61.0,62353.37,41.0,19.0,29.5,6.97,Engineering,Khulna,2.0,4.0,28.2,0.576,40.0,4.2,60102.89
35.0,61600.35,14.0,17.0,22.4,9.02,sales,Dhaka,4.0,9.0,46.1,0.6,12.0,3.0,57004.18
28.0,46408.3,8.0,14.0,59.6,7.44,Engineering,Rajshahi,5.0,5.0,35.2,0.33,6.0,8.3,37744.9
62.0,,41.0,19.0,29.5,7.05,Marketing,Dhaka,4.0,4.0,24.5,0.808,40.0,2.9,76141.61
28.0,40980.01,8.0,,45.8,5.84,Sales,Dhaka,1.0,6.0,4.9,0.796,8.0,2.3,31363.97
51.0,57483.86,29.0,11.0,42.8,5.49,Engineering,Dhaka,4.0,4.0,1.7,0.552,29.0,3.9,62416.3
31.0,53279.22,13.0,8.0,47.7,5.61,Sales,Sylhet,2.0,6.0,16.6,0.152,13.0,4.0,36640.63
,64504.98,26.0,16.0,53.5,4.95,HR,Sylhet,2.0,10.0,1.0,0.834,26.0,8.2,60885.95
67.0,77169.44,47.0,16.0,40.6,9.2,Sales,Chittagong,3.0,,30.5,0.577,46.0,0.0,73839.57
69.0,78309.25,,13.0,49.8,5.97,HR,Rajshahi,4.0,1.0,10.7,0.526,47.0,0.7,85252.96
45.0,46394.79,23.0,14.0,36.0,7.04,Marketing,Sylhet,3.0,6.0,31.0,0.854,23.0,2.7,51463.95
25.0,58571.14,7.0,18.0,45.6,6.29,Marketing,Khulna,5.0,3.0,20.7,0.94,7.0,8.4,46674.45
42.0,53610.65,21.0,11.0,34.5,3.08,Marketing,Dhaka,4.0,4.0,,0.394,21.0,2.4,51248.24
24.0,50769.55,5.0,12.0,,7.15,HR,Rajshahi,4.0,4.0,46.6,0.482,5.0,3.5,35956.06
59.0,67894.31,40.0,16.0,40.5,4.9,HR,Sylhet,3.0,6.0,20.1,0.646,38.0,0.4,68089.38
53.0,66177.67,34.0,18.0,50.0,4.88,Sales,Khulna,5.0,4.0,11.6,0.306,33.0,3.0,68822.55
33.0,43677.64,11.0,15.0,30.8,4.46,Sales,Chittagong,1.0,7.0,11.6,0.622,11.0,4.4,42474.0
47.0,59607.05,26.0,13.0,41.3,7.33,Sales,Dhaka,4.0,6.0,7.0,0.798,25.0,8.9,53358.86
53.0,53944.62,34.0,17.0,48.0,6.63,HR,Rajshahi,2.0,4.0,2.1,0.472,33.0,,54039.91
54.0,63843.29,36.0,10.0,50.9,6.63,Engineering,Sylhet,3.0,7.0,29.3,0.487,35.0,3.7,61640.39
38.0,44132.01,19.0,10.0,45.1,8.32,Engineering,Dhaka,4.0,4.0,10.3,0.701,17.0,10.4,47762.19
46.0,62712.23,26.0,18.0,46.0,5.73,Finance,Rajshahi,3.0,6.0,1.1,0.168,24.0,0.8,67395.16
42.0,67008.02,21.0,10.0,43.9,6.26,HR,Sylhet,3.0,7.0,20.1,0.243,20.0,5.2,63634.24
49.0,56041.1,30.0,8.0,37.4,5.22,Sales,khulna,4.0,3.0,25.4,0.755,28.0,1.4,56826.92
66.0,68010.85,47.0,13.0,34.0,8.82,Sales,Rajshahi,5.0,2.0,19.5,0.284,45.0,0.0,70486.87
24.0,37979.07,5.0,19.0,42.4,8.7,HR,Sylhet,4.0,5.0,25.8,0.774,4.0,,29682.03
22.0,158988.53,0.0,14.0,40.3,5.57,Engineering,Chittagong,4.0,6.0,4.5,0.643,0.0,5.1,138401.53
67.0,89471.01,45.0,19.0,42.3,4.1,Engineering,Chittagong,3.0,0.0,5.2,0.456,45.0,,93280.82
49.0,58175.5,27.0,17.0,33.6,6.3,HR,Khulna,3.0,7.0,1.2,0.641,27.0,0.0,55302.02
57.0,288803.61,37.0,15.0,50.0,3.17,Sales,Sylhet,4.0,3.0,32.2,0.481,36.0,0.0,179488.88
23.0,35451.11,3.0,18.0,48.6,8.06,Engineering,Khulna,3.0,3.0,46.7,0.101,1.0,8.0,36486.0
62.0,72777.23,40.0,13.0,37.6,3.77,Marketing,Rajshahi,3.0,4.0,26.2,0.429,38.0,6.4,65178.38
31.0,49237.13,11.0,17.0,42.7,7.73,Engineering,Dhaka,4.0,3.0,34.2,0.373,11.0,4.1,35409.24
63.0,68862.88,43.0,17.0,28.3,5.85,Engineering,Dhaka,,6.0,34.0,0.682,41.0,5.9,75942.03
48.0,55577.23,30.0,11.0,40.9,8.14,Marketing,Sylhet,5.0,7.0,18.4,0.568,30.0,2.1,59310.11
48.0,69711.0,28.0,,37.3,5.6,Engineering,Chittagong,3.0,8.0,,,26.0,3.3,62607.29
18.0,43802.92,0.0,17.0,42.5,5.19,Engineering,Dhaka,3.0,5.0,16.9,0.835,0.0,,43244.81
69.0,76151.67,48.0,13.0,32.1,6.51,Finance,Rajshahi,2.0,1.0,6.1,0.718,48.0,2.6,73845.06
42.0,54984.08,22.0,9.0,41.3,4.93,Sales,Sylhet,4.0,2.0,16.8,0.38,20.0,8.2,51203.21
35.0,45388.08,15.0,17.0,38.8,10.0,Marketing,Rajshahi,3.0,4.0,17.8,0.501,14.0,13.7,43288.56
63.0,68924.23,43.0,,45.2,9.73,ENGINEERING,Sylhet,4.0,11.0,25.0,0.311,43.0,9.8,67692.26
59.0,61626.73,37.0,8.0,33.6,7.88,HR,Rajshahi,4.0,2.0,30.4,,35.0,4.4,65577.62
40.0,47320.28,20.0,14.0,39.3,8.25,HR,Rajshahi,3.0,3.0,7.7,0.392,18.0,6.0,49664.99
29.0,49079.1,9.0,8.0,33.9,8.16,Marketing,Khulna,4.0,5.0,39.2,0.787,7.0,2.1,42491.7
65.0,84404.7,46.0,8.0,38.8,8.48,HR,Khulna,5.0,9.0,15.1,0.333,45.0,4.3,80278.28
19.0,28882.85,1.0,16.0,41.8,5.81,Engineering,Chittagong,2.0,7.0,9.6,0.602,0.0,5.7,18490.24
52.0,68773.0,33.0,11.0,37.8,7.77,Sales,Sylhet,3.0,6.0,0.2,0.782,33.0,10.5,65015.83
19.0,26650.37,0.0,8.0,41.3,6.64,Marketing,Khulna,4.0,7.0,21.4,0.035,0.0,3.3,20172.11
25.0,40645.01,3.0,17.0,38.2,9.16,HR,Sylhet,3.0,4.0,69.9,0.638,1.0,0.0,28966.99
18.0,44923.56,0.0,18.0,37.5,8.89,HR,Chittagong,3.0,4.0,32.7,0.645,0.0,8.9,29732.41
35.0,36244.29,17.0,16.0,38.5,7.4,Engineering,Sylhet,4.0,3.0,7.1,0.103,17.0,9.7,35721.99
61.0,77910.4,40.0,18.0,44.9,7.17,Finance,Chittagong,4.0,2.0,9.6,0.439,40.0,3.3,76278.87
26.0,42555.51,8.0,9.0,38.4,7.82,Finance,Sylhet,5.0,11.0,11.5,0.29,6.0,11.2,
45.0,54162.76,24.0,13.0,27.6,6.24,Sales,Dhaka,5.0,5.0,10.4,0.372,24.0,5.4,56648.22
56.0,72673.14,37.0,11.0,31.4,6.26,HR,Sylhet,2.0,12.0,12.0,0.403,35.0,3.1,61594.59
56.0,74357.21,38.0,12.0,31.8,7.88,Finance,Khulna,4.0,5.0,4.1,0.619,37.0,6.5,67442.75
23.0,37920.71,5.0,11.0,,6.37,HR,Chittagong,4.0,,61.4,0.534,4.0,1.6,30272.14
56.0,58259.08,34.0,12.0,33.0,8.04,Finance,Chittagong,2.0,5.0,5.7,0.471,34.0,6.6,
18.0,36104.95,0.0,15.0,42.7,6.95,HR,Rajshahi,5.0,4.0,3.7,0.905,0.0,3.2,32867.86
43.0,52232.07,22.0,10.0,,6.24,Engineering,Chittagong,5.0,4.0,2.6,0.43,22.0,0.0,55784.32
47.0,61701.61,26.0,15.0,37.7,9.47,Marketing,Dhaka,5.0,6.0,3.3,0.653,24.0,9.2,61126.69
66.0,82582.3,47.0,14.0,47.1,7.92,Sales,Sylhet,4.0,3.0,4.4,0.589,47.0,0.0,83014.63
37.0,57044.36,17.0,11.0,40.9,9.59,HR,Rajshahi,5.0,6.0,33.1,0.337,16.0,0.0,53321.45
18.0,38105.74,0.0,19.0,45.0,6.45,Engineering,Chittagong,3.0,1.0,23.6,0.301,0.0,2.0,31980.79
37.0,63659.31,,10.0,41.4,,Marketing,Sylhet,4.0,6.0,6.3,0.278,17.0,11.0,52419.67
48.0,64207.04,30.0,9.0,28.1,8.73,Engineering,Rajshahi,2.0,5.0,69.0,0.161,28.0,6.2,59966.78
52.0,60760.41,31.0,9.0,50.7,9.44,Sales,Dhaka,4.0,1.0,17.1,0.673,29.0,0.0,57576.65
52.0,56025.48,34.0,16.0,53.6,8.88,Eng,Dhaka,5.0,10.0,19.1,0.498,34.0,4.9,58118.14
58.0,79310.12,38.0,14.0,50.3,6.88,Sales,Khulna,3.0,6.0,7.9,0.617,38.0,5.5,78631.73
23.0,43139.93,4.0,10.0,52.1,8.2,Sales,Khulna,4.0,11.0,50.2,0.438,4.0,2.6,42594.54
69.0,77044.07,50.0,10.0,33.1,6.27,Marketing,Rajshahi,2.0,5.0,2.3,0.691,48.0,5.5,77095.94
27.0,45038.5,7.0,18.0,39.5,2.91,Engineering,Chittagong,2.0,12.0,46.0,0.365,7.0,4.8,32325.0
34.0,45144.74,13.0,15.0,32.9,5.29,Engineering,Khulna,5.0,6.0,23.1,0.906,12.0,17.6,40572.93
59.0,52828.85,39.0,16.0,41.1,5.12,Engineering,Sylhet,4.0,5.0,1.4,0.545,37.0,9.9,65599.13
45.0,54941.38,26.0,18.0,35.9,6.88,Finance,Chittagong,3.0,6.0,18.7,0.556,24.0,4.9,55559.38
27.0,39814.5,8.0,8.0,33.7,5.43,Sales,Khulna,3.0,2.0,26.2,0.253,8.0,13.9,35002.02
47.0,56392.59,25.0,8.0,50.5,4.9,Marketing,Sylhet,4.0,5.0,1.3,0.052,23.0,0.0,56023.72
62.0,79345.38,44.0,8.0,33.9,7.59,Marketing,Chittagong,1.0,4.0,18.5,0.023,42.0,,70746.14
65.0,71511.04,46.0,12.0,34.4,9.68,Engineering,Chittagong,3.0,10.0,0.3,0.218,46.0,6.4,64989.35
68.0,74483.05,46.0,17.0,44.9,7.04,Marketing,Rajshahi,4.0,6.0,6.2,0.388,44.0,6.8,68541.37
49.0,48460.19,31.0,19.0,35.7,7.65,Engineering,Dhaka,2.0,5.0,2.0,,31.0,0.0,58135.74
51.0,71639.28,30.0,17.0,53.1,6.3,Sales,Dhaka,4.0,5.0,11.9,0.442,28.0,10.5,71051.8
47.0,67060.36,27.0,8.0,43.6,6.82,HR,Sylhet,3.0,8.0,34.0,0.567,26.0,10.0,67744.58
64.0,61429.17,45.0,9.0,42.3,6.93,HR,Dhaka,3.0,9.0,4.1,0.796,45.0,2.4,67699.01
22.0,47533.5,4.0,18.0,45.8,7.23,Engineering,Sylhet,5.0,8.0,5.4,0.145,4.0,5.1,39636.74
45.0,55029.87,26.0,13.0,40.6,7.28,Engineering,Dhaka,5.0,7.0,3.3,0.736,26.0,0.0,62612.31
26.0,34146.13,4.0,12.0,41.5,4.98,Engineering,Khulna,4.0,3.0,84.5,0.284,3.0,5.7,30248.57
67.0,80268.59,48.0,12.0,46.5,7.73,Engineering,Sylhet,2.0,,68.9,0.849,47.0,1.3,71038.15
69.0,,50.0,13.0,41.3,7.39,Marketing,Rajshahi,4.0,9.0,75.7,0.587,49.0,8.5,78069.78
20.0,30609.39,0.0,18.0,50.0,7.41,Engineering,Dhaka,3.0,5.0,3.4,0.794,0.0,0.0,34144.39
47.0,66677.17,,18.0,32.4,4.42,Finance,Sylhet,4.0,5.0,31.9,0.748,27.0,6.9,65068.01
54.0,63356.18,32.0,13.0,58.7,6.98,Marketing,Chittagong,4.0,,27.5,0.817,31.0,3.1,52910.72
42.0,58446.82,22.0,,44.1,,Finance,Sylhet,3.0,4.0,7.7,0.351,20.0,1.6,57086.17
48.0,58896.19,30.0,8.0,32.8,5.24,Sales,Sylhet,4.0,5.0,6.9,0.719,28.0,1.3,53876.93
56.0,57189.38,37.0,14.0,34.4,4.65,Finance,Chittagong,3.0,5.0,14.4,0.15,35.0,1.3,66965.33
25.0,,6.0,15.0,35.6,6.27,Engineering,Chittagong,4.0,2.0,0.1,0.334,4.0,8.1,34079.91
28.0,12139.47,,19.0,40.0,8.65,Finance,Chittagong,4.0,3.0,4.1,0.347,8.0,1.3,17966.51
52.0,65165.54,33.0,11.0,35.5,7.3,Marketing,Dhaka,3.0,4.0,29.3,0.517,,0.0,59903.16
39.0,46213.68,18.0,14.0,52.6,8.92,Engineering,Sylhet,2.0,8.0,114.7,0.371,18.0,,46533.92
45.0,61559.54,24.0,12.0,33.3,7.58,HR,Dhaka,1.0,8.0,36.8,0.737,24.0,0.0,65858.14
68.0,67160.76,50.0,12.0,53.2,5.71,Sales,Sylhet,4.0,6.0,1.0,0.84,49.0,1.3,73697.52
35.0,56774.73,17.0,10.0,,6.38,Finance,Khulna,4.0,5.0,0.1,0.523,17.0,6.7,51589.15
27.0,,5.0,16.0,39.4,4.37,Engineering,Khulna,3.0,3.0,92.5,0.797,3.0,3.6,44670.19
22.0,28355.14,1.0,18.0,58.4,,Marketing,Chittagong,4.0,8.0,0.6,0.55,1.0,10.7,24296.67
56.0,53134.35,35.0,15.0,44.9,7.87,Finance,Chittagong,5.0,5.0,6.4,0.4,35.0,0.0,60518.0
45.0,51044.16,25.0,12.0,46.7,6.41,Engineering,Khulna,2.0,12.0,5.9,0.247,24.0,1.6,52552.17
35.0,43235.39,14.0,14.0,49.8,7.29,Engineering,Dhaka,2.0,2.0,78.5,0.259,12.0,8.3,26770.09
47.0,50437.32,26.0,16.0,25.6,6.11,Marketing,Chittagong,4.0,4.0,46.2,0.536,24.0,6.5,58997.34
28.0,44234.61,8.0,12.0,21.2,7.75,Engineering,Khulna,3.0,6.0,56.1,0.366,7.0,13.2,30319.0
23.0,39604.63,5.0,17.0,46.9,8.36,Engineering,Dhaka,4.0,6.0,27.9,0.681,4.0,0.0,32473.79
52.0,51622.17,30.0,14.0,58.5,9.99,Engineering,Dhaka,3.0,5.0,1.8,0.118,28.0,3.1,63963.03
69.0,78359.2,47.0,8.0,49.0,9.77,Engineering,Rajshahi,2.0,7.0,0.9,0.443,45.0,1.4,72771.98
67.0,77897.03,49.0,17.0,32.0,8.13,Marketing,Sylhet,4.0,3.0,13.4,,48.0,5.6,79906.77
56.0,64434.18,37.0,19.0,34.7,5.11,Sales,Chittagong,3.0,3.0,12.4,0.244,36.0,0.7,62097.6
28.0,33191.91,8.0,18.0,41.4,6.63,Sales,Khulna,4.0,2.0,20.8,0.89,,4.9,37298.77
52.0,60908.15,34.0,15.0,43.5,4.9,HR,Dhaka,4.0,5.0,7.3,0.475,34.0,11.3,62146.26
26.0,38730.31,4.0,13.0,0.0,9.78,Engineering,Khulna,4.0,6.0,0.3,0.297,3.0,1.6,35946.04
29.0,43436.73,11.0,17.0,34.8,5.72,Engineering,Khulna,1.0,7.0,6.3,0.854,11.0,1.9,37074.56
45.0,68861.54,23.0,9.0,54.0,6.42,Finance,Rajshahi,4.0,,1.8,0.803,22.0,5.6,49561.67
42.0,61886.9,21.0,10.0,44.8,9.83,Marketing,Dhaka,3.0,5.0,18.6,0.468,20.0,10.8,61953.84
65.0,74478.48,43.0,8.0,38.0,8.87,Engineering,Sylhet,1.0,5.0,7.2,0.113,41.0,0.6,68110.13
39.0,54253.01,21.0,18.0,41.9,10.0,Marketing,Dhaka,4.0,4.0,2.6,0.478,20.0,3.6,50979.82
35.0,48458.95,14.0,8.0,31.7,5.43,HR,Ctg,4.0,6.0,2.9,0.687,12.0,9.0,48279.65
39.0,47045.97,21.0,16.0,51.7,8.28,Sales,Dhaka,1.0,7.0,8.7,0.414,21.0,11.6,45845.9
51.0,,29.0,14.0,36.2,6.16,Sales,Khulna,5.0,3.0,23.0,0.765,29.0,10.0,55637.5
52.0,71617.66,30.0,8.0,31.1,,Marketing,Chittagong,2.0,7.0,8.7,0.311,30.0,7.5,66058.73
33.0,52980.19,14.0,15.0,37.1,6.57,Engineering,Rajshahi,3.0,1.0,22.9,0.113,14.0,7.5,46328.47
47.0,59175.48,27.0,16.0,39.6,6.13,HR,Khulna,3.0,9.0,,0.507,26.0,1.5,52229.06
49.0,,30.0,16.0,37.8,3.54,HR,Khulna,3.0,6.0,5.7,0.499,30.0,12.5,67812.13
63.0,85916.46,43.0,11.0,32.3,6.96,Sales,Rajshahi,3.0,3.0,,0.719,43.0,1.5,76242.12
,63957.06,39.0,17.0,32.1,5.62,HR,Dhaka,4.0,5.0,8.1,0.442,38.0,8.1,69029.66
,65937.69,37.0,13.0,30.1,6.07,Engineering,Chittagong,4.0,9.0,34.9,0.668,35.0,1.9,75063.21
63.0,67405.12,45.0,16.0,49.6,9.65,Finance,Sylhet,3.0,,,0.431,44.0,1.4,76231.11
45.0,57357.04,26.0,9.0,29.6,5.91,Sales,Chittagong,4.0,3.0,4.5,0.555,26.0,1.4,64093.37
56.0,77556.4,37.0,11.0,38.2,7.77,Marketing,Sylhet,4.0,8.0,49.9,0.18,36.0,7.8,
35.0,43562.13,16.0,16.0,23.9,6.86,Sales,Rajshahi,3.0,7.0,35.0,0.666,15.0,12.3,49492.55
53.0,66179.39,34.0,12.0,32.5,8.15,finance,Rajshahi,3.0,3.0,6.0,0.532,33.0,7.4,54648.24
46.0,53861.78,25.0,12.0,23.8,5.92,Engineering,rajshahi,3.0,2.0,6.9,0.751,25.0,4.1,53744.68
19.0,32413.07,0.0,10.0,32.3,5.05,Finance,Chittagong,4.0,2.0,31.6,0.561,0.0,0.0,29773.42
26.0,34714.98,8.0,17.0,,9.29,Engineering,Sylhet,3.0,7.0,7.9,0.15,8.0,0.0,32329.61
49.0,55652.01,29.0,8.0,46.9,4.56,Engineering,Sylhet,4.0,6.0,7.1,0.902,28.0,9.6,40461.35
34.0,49241.15,14.0,12.0,45.9,6.44,Finance,Rajshahi,3.0,6.0,91.1,0.253,12.0,2.0,43060.46
56.0,65043.77,36.0,11.0,35.5,,Engineering,Rajshahi,4.0,2.0,6.2,0.776,35.0,0.3,70295.59
40.0,46196.67,18.0,9.0,,5.52,Engineering,Sylhet,3.0,4.0,11.2,0.428,16.0,0.9,43036.1
57.0,65546.17,38.0,19.0,43.3,6.27,HR,Khulna,3.0,4.0,,0.695,37.0,9.3,63141.31
66.0,73075.04,,17.0,35.2,6.64,Sales,Khulna,5.0,7.0,24.1,0.875,47.0,5.4,75599.17
54.0,73817.68,,9.0,39.3,7.68,Marketing,Dhaka,5.0,4.0,70.1,0.315,32.0,3.9,68343.27
27.0,48889.49,7.0,14.0,,5.85,Engineering,Dhaka,4.0,8.0,1.5,0.349,7.0,11.4,46386.68
58.0,64514.39,39.0,19.0,62.9,,HR,Chittagong,4.0,5.0,15.1,0.46,38.0,2.3,64286.07
35.0,,16.0,14.0,25.5,7.78,Sales,Rajshahi,5.0,2.0,44.3,,16.0,1.0,51160.47
51.0,50545.01,30.0,8.0,34.9,4.98,HR,Dhaka,4.0,9.0,67.5,0.622,28.0,10.9,49162.17
43.0,56163.94,21.0,13.0,37.9,7.03,Engineering,Chittagong,3.0,2.0,16.8,0.344,19.0,8.9,43809.07
50.0,56044.06,30.0,8.0,42.6,8.15,Engineering,Sylhet,3.0,3.0,2.9,0.038,28.0,9.7,
62.0,82530.43,40.0,12.0,45.3,7.66,Engineering,Khulna,2.0,6.0,13.9,0.676,38.0,0.0,70805.12
18.0,23078.83,0.0,11.0,45.5,3.95,Engineering,Khulna,4.0,2.0,2.2,0.285,0.0,4.2,16821.06
47.0,67916.99,25.0,10.0,46.6,6.72,HR,Khulna,4.0,2.0,13.2,0.346,23.0,2.7,60199.53
,59348.71,4.0,9.0,54.0,7.09,Engineering,Dhaka,3.0,4.0,29.6,0.616,2.0,8.8,50673.55
36.0,49484.25,17.0,19.0,47.7,9.31,Engineering,Rajshahi,2.0,8.0,28.4,0.976,17.0,3.2,45326.95
24.0,38322.35,2.0,15.0,43.6,5.46,Marketing,Rajshahi,4.0,6.0,4.7,0.715,0.0,7.6,36813.28
56.0,52960.44,35.0,12.0,46.5,6.43,HR,Chittagong,4.0,4.0,51.2,0.693,35.0,0.1,60632.33
20.0,35292.78,0.0,13.0,33.0,8.78,Finance,Sylhet,4.0,6.0,9.8,0.686,0.0,7.1,35540.84
66.0,58605.77,46.0,14.0,48.6,7.74,Sales,Khulna,3.0,1.0,2.6,0.432,45.0,11.9,65131.57
64.0,54128.85,46.0,14.0,39.7,6.29,Sales,Rajshahi,5.0,7.0,40.8,0.249,44.0,3.6,71618.77
41.0,57708.97,19.0,18.0,32.4,6.89,Sales,Khulna,4.0,6.0,7.2,0.238,18.0,7.1,60642.51
26.0,40633.54,7.0,15.0,53.4,8.48,Engineering,Dhaka,3.0,7.0,49.2,,5.0,15.1,44042.3
49.0,51942.83,31.0,13.0,35.2,5.5,Engineering,Khulna,2.0,4.0,10.5,0.745,31.0,2.1,51231.19
68.0,78959.64,46.0,9.0,40.7,7.66,Engineering,Khulna,5.0,4.0,15.7,0.487,45.0,7.7,73900.21
,73676.49,43.0,19.0,43.2,8.27,Finance,Khulna,3.0,4.0,1.3,0.379,,4.7,69767.96
61.0,68011.21,39.0,8.0,31.1,7.73,Engineering,Khulna,5.0,2.0,51.8,0.486,39.0,0.6,67568.41
23.0,39130.68,3.0,17.0,27.2,6.1,Marketing,Rajshahi,3.0,6.0,0.5,0.759,3.0,0.0,34173.35
36.0,61177.16,17.0,8.0,26.1,6.61,Engineering,Chittagong,4.0,6.0,16.3,0.252,16.0,6.2,58817.8
22.0,34318.4,1.0,17.0,57.2,4.75,Finance,Khulna,4.0,2.0,1.9,0.675,1.0,,23795.83
39.0,37428.08,20.0,17.0,43.3,7.54,HR,Rajshahi,1.0,8.0,19.8,0.774,18.0,4.1,
36.0,58774.92,18.0,17.0,45.8,6.06,HR,Dhaka,4.0,5.0,31.8,0.51,18.0,3.6,64011.8
63.0,75371.12,,17.0,41.1,5.99,Engineering,Rajshahi,3.0,4.0,25.7,0.839,41.0,3.5,72782.61
37.0,43289.58,16.0,10.0,32.7,6.72,Engineering,Khulna,5.0,2.0,2.8,0.632,14.0,7.0,43838.85
68.0,82925.11,47.0,19.0,45.9,7.27,HR,Khulna,3.0,7.0,42.1,0.457,46.0,0.0,81868.63
20.0,44818.93,0.0,18.0,38.9,5.57,HR,Khulna,5.0,7.0,13.5,0.515,0.0,3.8,41594.16
50.0,58983.44,29.0,10.0,44.4,6.33,Sales,Khulna,3.0,6.0,5.2,0.503,28.0,6.3,53708.72
52.0,57115.43,33.0,12.0,41.4,8.93,Finance,Sylhet,5.0,1.0,2.0,0.81,33.0,7.8,56677.92
30.0,48074.25,10.0,18.0,44.2,7.36,Marketing,Rajshahi,4.0,2.0,23.2,0.812,9.0,3.5,43704.52
37.0,32676.57,18.0,11.0,21.6,5.97,HR,Chittagong,4.0,5.0,16.4,0.401,18.0,0.0,39674.62
18.0,29869.01,0.0,12.0,43.1,,Marketing,Rajshahi,3.0,6.0,62.2,0.945,0.0,0.3,
46.0,63029.91,28.0,16.0,,5.31,Marketing,Rajshahi,5.0,5.0,2.9,0.286,27.0,0.4,57479.23
45.0,,25.0,8.0,35.5,8.36,Finance,Rajshahi,3.0,8.0,33.3,0.411,25.0,8.1,51937.41
59.0,69523.1,38.0,10.0,34.2,4.61,Finance,Sylhet,,4.0,50.6,0.695,36.0,0.0,69633.16
62.0,64549.31,40.0,18.0,41.7,8.53,Sales,Rajshahi,4.0,5.0,4.2,0.455,38.0,0.7,72684.47
25.0,28525.58,6.0,18.0,38.4,4.97,Sales,sylhet,2.0,1.0,34.6,0.283,4.0,2.7,21254.88
28.0,54291.66,9.0,15.0,41.0,10.0,Sales,Rajshahi,5.0,6.0,10.8,0.131,8.0,4.0,49542.75
44.0,62479.97,26.0,17.0,46.6,4.26,Engineering,Khulna,4.0,12.0,22.0,0.35,25.0,1.6,58418.03
31.0,35793.07,11.0,13.0,51.6,7.06,Sales,Dhaka,4.0,1.0,6.1,,9.0,3.9,35341.17
64.0,52070.04,43.0,18.0,43.0,7.43,Sales,Rajshahi,5.0,6.0,11.2,0.499,43.0,4.4,61921.15
50.0,62577.45,31.0,11.0,45.7,6.91,Finance,Dhaka,4.0,4.0,34.5,0.845,30.0,0.4,58250.07
59.0,72225.46,38.0,15.0,41.0,6.92,Marketing,Rajshahi,4.0,5.0,3.5,0.138,36.0,9.4,
30.0,50702.32,9.0,15.0,42.1,9.88,Sales,Chittagong,4.0,4.0,6.0,0.294,9.0,12.7,34601.36
53.0,67020.44,33.0,19.0,37.9,6.82,Sales,Chittagong,4.0,9.0,8.8,0.259,33.0,10.7,69676.31
24.0,29288.96,5.0,12.0,33.6,7.11,Marketing,Dhaka,4.0,4.0,0.9,0.383,4.0,2.2,30451.18
59.0,58494.94,38.0,15.0,41.5,8.93,HR,Dhaka,3.0,3.0,16.3,0.231,36.0,0.0,51032.37
55.0,57097.7,35.0,13.0,39.4,5.49,Finance,Sylhet,1.0,4.0,24.4,0.452,33.0,4.8,49407.53
,62515.22,20.0,12.0,34.3,7.15,Marketing,Sylhet,2.0,5.0,8.2,,18.0,7.3,55803.13
59.0,71581.36,39.0,14.0,50.3,7.41,HR,Sylhet,,10.0,9.8,0.473,39.0,9.1,75891.84
40.0,58942.14,19.0,,47.0,7.47,Engineering,Chittagong,2.0,5.0,6.8,0.764,17.0,4.0,52290.32
66.0,77379.38,44.0,16.0,49.0,8.35,finance,Dhaka,4.0,5.0,0.0,0.332,42.0,5.7,71262.03
